hour,datetime,p_import_mw,p_export_mw,p_dg_mw,p_ely_mw,p_fc_mw,soc_mwh,strategy
1888,2022-03-20 16:00:00,4.67,0.00,0.00,0.00,0.00,0.00,IMPORT
1889,2022-03-20 17:00:00,5.41,0.00,0.00,0.00,0.00,0.00,IMPORT
1890,2022-03-20 18:00:00,4.88,0.00,0.00,0.00,0.00,0.00,IMPORT
1891,2022-03-20 19:00:00,6.43,0.00,0.00,0.00,0.00,0.00,IMPORT
1892,2022-03-20 20:00:00,3.77,0.00,0.00,0.00,0.00,0.00,IMPORT
1893,2022-03-20 21:00:00,4.79,0.00,0.00,0.00,0.00,0.00,IMPORT
1894,2022-03-20 22:00:00,6.83,0.00,0.00,0.00,0.00,0.00,IMPORT
1895,2022-03-20 23:00:00,5.28,0.00,0.00,0.00,0.00,0.00,IMPORT
1896,2022-03-21 00:00:00,4.98,0.00,0.00,0.00,0.00,0.00,IMPORT
1897,2022-03-21 01:00:00,5.24,0.00,0.00,0.00,0.00,0.00,IMPORT
1898,2022-03-21 02:00:00,3.19,0.00,0.00,0.00,0.00,0.00,IMPORT
1899,2022-03-21 03:00:00,3.04,0.00,0.00,0.00,0.00,0.00,IMPORT
1900,2022-03-21 04:00:00,4.80,0.00,0.00,0.00,0.00,0.00,IMPORT
1901,2022-03-21 05:00:00,6.05,0.00,0.00,0.00,0.00,0.00,IMPORT
1902,2022-03-21 06:00:00,5.08,0.00,0.00,0.00,0.00,0.00,IMPORT
1903,2022-03-21 07:00:00,5.30,0.00,0.00,0.00,0.00,0.00,IMPORT
1904,2022-03-21 08:00:00,8.62,0.00,0.00,0.00,0.00,0.00,IMPORT
1905,2022-03-21 09:00:00,3.28,0.00,0.00,0.00,0.00,0.00,IMPORT
1906,2022-03-21 10:00:00,5.05,0.00,0.00,0.00,0.00,0.00,IMPORT
1907,2022-03-21 11:00:00,3.16,0.00,0.00,0.00,0.00,0.00,IMPORT
1908,2022-03-21 12:00:00,5.36,0.00,0.00,0.00,0.00,0.00,IMPORT
1909,2022-03-21 13:00:00,3.20,0.00,0.00,0.00,0.00,0.00,IMPORT
1910,2022-03-21 14:00:00,5.63,0.00,0.00,0.00,0.00,0.00,IMPORT
1911,2022-03-21 15:00:00,1.90,0.00,0.00,0.00,0.00,0.00,IMPORT
1912,2022-03-21 16:00:00,4.96,0.00,0.00,0.00,0.00,0.00,IMPORT
1913,2022-03-21 17:00:00,7.55,0.00,0.00,0.00,0.00,0.00,IMPORT
1914,2022-03-21 18:00:00,7.38,0.00,0.00,0.00,0.00,0.00,IMPORT
1915,2022-03-21 19:00:00,6.12,0.00,0.00,0.00,0.00,0.00,IMPORT
1916,2022-03-21 20:00:00,7.25,0.00,0.00,0.00,0.00,0.00,IMPORT
1917,2022-03-21 21:00:00,5.73,0.00,0.00,0.00,0.00,0.00,IMPORT
1918,2022-03-21 22:00:00,2.61,0.00,0.00,0.00,0.00,0.00,IMPORT
1919,2022-03-21 23:00:00,3.58,0.00,0.00,0.00,0.00,0.00,IMPORT
1920,2022-03-22 00:00:00,1.37,0.00,0.00,0.00,0.00,0.00,IMPORT
1921,2022-03-22 01:00:00,2.17,0.00,0.00,0.00,0.00,0.00,IMPORT
1922,2022-03-22 02:00:00,2.14,0.00,0.00,0.00,0.00,0.00,IMPORT
1923,2022-03-22 03:00:00,2.00,0.00,0.00,0.00,0.00,0.00,IMPORT
1924,2022-03-22 04:00:00,4.14,0.00,0.00,0.00,0.00,0.00,IMPORT
1925,2022-03-22 05:00:00,7.47,0.00,0.00,0.00,0.00,0.00,IMPORT
1926,2022-03-22 06:00:00,3.21,0.00,0.00,0.00,0.00,0.00,IMPORT
1927,2022-03-22 07:00:00,4.66,0.00,0.00,0.00,0.00,0.00,IMPORT
1928,2022-03-22 08:00:00,3.23,0.00,0.00,0.00,0.00,0.00,IMPORT
1929,2022-03-22 09:00:00,7.77,0.00,0.00,0.00,0.00,0.00,IMPORT
1930,2022-03-22 10:00:00,4.85,0.00,0.00,0.00,0.00,0.00,IMPORT
1931,2022-03-22 11:00:00,1.46,0.00,0.00,0.00,0.00,0.00,IMPORT
1932,2022-03-22 12:00:00,3.16,0.00,0.00,0.00,0.00,0.00,IMPORT
1933,2022-03-22 13:00:00,7.32,0.00,0.00,0.00,0.00,0.00,IMPORT
1934,2022-03-22 14:00:00,4.87,0.00,0.00,0.00,0.00,0.00,IMPORT
1935,2022-03-22 15:00:00,5.10,0.00,0.00,0.00,0.00,0.00,IMPORT
1936,2022-03-22 16:00:00,4.98,0.00,0.00,0.00,0.00,0.00,IMPORT
1937,2022-03-22 17:00:00,7.74,0.00,0.00,0.00,0.00,0.00,IMPORT
1938,2022-03-22 18:00:00,7.86,0.00,0.00,0.00,0.00,0.00,IMPORT
1939,2022-03-22 19:00:00,5.92,0.00,0.00,0.00,0.00,0.00,IMPORT
1940,2022-03-22 20:00:00,6.81,0.00,0.00,0.00,0.00,0.00,IMPORT
1941,2022-03-22 21:00:00,7.62,0.00,0.00,0.00,0.00,0.00,IMPORT
1942,2022-03-22 22:00:00,4.58,0.00,0.00,0.00,0.00,0.00,IMPORT
1943,2022-03-22 23:00:00,6.16,0.00,0.00,0.00,0.00,0.00,IMPORT
1944,2022-03-23 00:00:00,5.26,0.00,0.00,0.00,0.00,0.00,IMPORT
1945,2022-03-23 01:00:00,4.93,0.00,0.00,0.00,0.00,0.00,IMPORT
1946,2022-03-23 02:00:00,6.09,0.00,0.00,0.00,0.00,0.00,IMPORT
1947,2022-03-23 03:00:00,3.92,0.00,0.00,0.00,0.00,0.00,IMPORT
1948,2022-03-23 04:00:00,6.06,0.00,0.00,0.00,0.00,0.00,IMPORT
1949,2022-03-23 05:00:00,5.48,0.00,0.00,0.00,0.00,0.00,IMPORT
1950,2022-03-23 06:00:00,3.00,0.00,0.00,0.00,0.00,0.00,IMPORT
1951,2022-03-23 07:00:00,3.37,0.00,0.00,0.00,0.00,0.00,IMPORT
1952,2022-03-23 08:00:00,3.78,0.00,0.00,0.00,0.00,0.00,IMPORT
1953,2022-03-23 09:00:00,3.06,0.00,0.00,0.00,0.00,0.00,IMPORT
1954,2022-03-23 10:00:00,1.34,0.00,0.00,0.00,0.00,0.00,IMPORT
1955,2022-03-23 11:00:00,4.15,0.00,0.00,0.00,0.00,0.00,IMPORT
1956,2022-03-23 12:00:00,0.78,0.00,0.00,0.00,0.00,0.00,IMPORT
1957,2022-03-23 13:00:00,0.00,0.00,0.00,1.62,0.00,1.13,ELY
1958,2022-03-23 14:00:00,0.00,0.00,0.00,1.26,0.00,2.02,ELY
1959,2022-03-23 15:00:00,0.00,0.00,0.00,0.84,0.00,2.60,ELY
1960,2022-03-23 16:00:00,0.17,0.00,0.00,0.00,0.00,2.60,IMPORT
1961,2022-03-23 17:00:00,1.47,0.00,0.00,0.00,0.00,2.60,IMPORT
1962,2022-03-23 18:00:00,5.20,0.00,0.00,0.00,0.00,2.60,IMPORT
1963,2022-03-23 19:00:00,2.95,0.00,0.00,0.00,0.00,2.60,IMPORT
1964,2022-03-23 20:00:00,2.99,0.00,0.00,0.00,0.00,2.60,IMPORT
1965,2022-03-23 21:00:00,2.88,0.00,0.00,0.00,0.00,2.60,IMPORT
1966,2022-03-23 22:00:00,2.10,0.00,0.00,0.00,0.00,2.60,IMPORT
1967,2022-03-23 23:00:00,2.68,0.00,0.00,0.00,0.00,2.60,IMPORT
1968,2022-03-24 00:00:00,3.06,0.00,0.00,0.00,0.00,2.60,IMPORT
1969,2022-03-24 01:00:00,1.51,0.00,0.00,0.00,0.00,2.60,IMPORT
1970,2022-03-24 02:00:00,3.96,0.00,0.00,0.00,0.00,2.60,IMPORT
1971,2022-03-24 03:00:00,1.08,0.00,0.00,0.00,0.00,2.60,IMPORT
1972,2022-03-24 04:00:00,3.95,0.00,0.00,0.00,0.00,2.60,IMPORT
1973,2022-03-24 05:00:00,2.68,0.00,0.00,0.00,0.00,2.60,IMPORT
1974,2022-03-24 06:00:00,3.85,0.00,0.00,0.00,0.00,2.60,IMPORT
1975,2022-03-24 07:00:00,4.12,0.00,0.00,0.00,0.00,2.60,IMPORT
1976,2022-03-24 08:00:00,3.66,0.00,0.00,0.00,0.00,2.60,IMPORT
1977,2022-03-24 09:00:00,6.90,0.00,0.00,0.00,0.00,2.60,IMPORT
1978,2022-03-24 10:00:00,5.19,0.00,0.00,0.00,0.00,2.60,IMPORT
1979,2022-03-24 11:00:00,5.54,0.00,0.00,0.00,0.00,2.60,IMPORT
1980,2022-03-24 12:00:00,6.20,0.00,0.00,0.00,0.00,2.60,IMPORT
1981,2022-03-24 13:00:00,6.18,0.00,0.00,0.00,0.00,2.60,IMPORT
1982,2022-03-24 14:00:00,7.80,0.00,0.00,0.00,0.00,2.60,IMPORT
1983,2022-03-24 15:00:00,8.53,0.00,0.00,0.00,0.00,2.60,IMPORT
1984,2022-03-24 16:00:00,6.40,0.00,0.00,0.00,0.00,2.60,IMPORT
1985,2022-03-24 17:00:00,8.98,0.00,0.00,0.00,0.00,2.60,IMPORT
1986,2022-03-24 18:00:00,4.59,0.00,0.00,0.00,0.00,2.60,IMPORT
1987,2022-03-24 19:00:00,3.27,0.00,0.00,0.00,0.00,2.60,IMPORT
1988,2022-03-24 20:00:00,4.77,0.00,0.00,0.00,0.00,2.60,IMPORT
1989,2022-03-24 21:00:00,2.86,0.00,0.00,0.00,0.00,2.60,IMPORT
1990,2022-03-24 22:00:00,2.98,0.00,0.00,0.00,0.00,2.60,IMPORT
1991,2022-03-24 23:00:00,3.56,0.00,0.00,0.00,0.00,2.60,IMPORT
1992,2022-03-25 00:00:00,3.79,0.00,0.00,0.00,0.00,2.60,IMPORT
1993,2022-03-25 01:00:00,3.61,0.00,0.00,0.00,0.00,2.60,IMPORT
1994,2022-03-25 02:00:00,0.62,0.00,0.00,0.00,0.00,2.60,IMPORT
1995,2022-03-25 03:00:00,4.02,0.00,0.00,0.00,0.00,2.60,IMPORT
1996,2022-03-25 04:00:00,3.13,0.00,0.00,0.00,0.00,2.60,IMPORT
1997,2022-03-25 05:00:00,6.92,0.00,0.00,0.00,0.00,2.60,IMPORT
1998,2022-03-25 06:00:00,6.12,0.00,0.00,0.00,0.00,2.60,IMPORT
1999,2022-03-25 07:00:00,4.66,0.00,0.00,0.00,1.56,0.00,IMPORT+FC
2000,2022-03-25 08:00:00,6.67,0.00,0.00,0.00,0.00,0.00,IMPORT
2001,2022-03-25 09:00:00,5.57,0.00,0.00,0.00,0.00,0.00,IMPORT
2002,2022-03-25 10:00:00,6.74,0.00,0.00,0.00,0.00,0.00,IMPORT
2003,2022-03-25 11:00:00,6.67,0.00,0.00,0.00,0.00,0.00,IMPORT
2004,2022-03-25 12:00:00,7.08,0.00,0.00,0.00,0.00,0.00,IMPORT
2005,2022-03-25 13:00:00,5.37,0.00,0.00,0.00,0.00,0.00,IMPORT
2006,2022-03-25 14:00:00,5.94,0.00,0.00,0.00,0.00,0.00,IMPORT
2007,2022-03-25 15:00:00,7.85,0.00,0.00,0.00,0.00,0.00,IMPORT
2008,2022-03-25 16:00:00,6.92,0.00,0.00,0.00,0.00,0.00,IMPORT
2009,2022-03-25 17:00:00,7.84,0.00,0.00,0.00,0.00,0.00,IMPORT
2010,2022-03-25 18:00:00,3.59,0.00,0.00,0.00,0.00,0.00,IMPORT
2011,2022-03-25 19:00:00,0.00,3.34,0.00,0.00,0.00,0.00,EXPORT
2012,2022-03-25 20:00:00,0.00,4.25,0.00,0.00,0.00,0.00,EXPORT
2013,2022-03-25 21:00:00,0.00,5.90,0.00,0.00,0.00,0.00,EXPORT
2014,2022-03-25 22:00:00,0.00,5.38,0.00,0.00,0.00,0.00,EXPORT
2015,2022-03-25 23:00:00,0.00,3.74,0.00,0.00,0.00,0.00,EXPORT
2016,2022-03-26 00:00:00,0.00,3.22,0.00,0.00,0.00,0.00,EXPORT
2017,2022-03-26 01:00:00,0.45,0.00,0.00,0.00,0.00,0.00,IMPORT
2018,2022-03-26 02:00:00,3.69,0.00,0.00,0.00,0.00,0.00,IMPORT
2019,2022-03-26 03:00:00,2.89,0.00,0.00,0.00,0.00,0.00,IMPORT
2020,2022-03-26 04:00:00,4.22,0.00,0.00,0.00,0.00,0.00,IMPORT
2021,2022-03-26 05:00:00,6.60,0.00,0.00,0.00,0.00,0.00,IMPORT
2022,2022-03-26 06:00:00,3.91,0.00,0.00,0.00,0.00,0.00,IMPORT
2023,2022-03-26 07:00:00,1.80,0.00,0.00,0.00,0.00,0.00,IMPORT
2024,2022-03-26 08:00:00,0.24,0.00,0.00,0.00,0.00,0.00,IMPORT
2025,2022-03-26 09:00:00,1.58,0.00,0.00,0.00,0.00,0.00,IMPORT
2026,2022-03-26 10:00:00,1.51,0.00,0.00,0.00,0.00,0.00,IMPORT
2027,2022-03-26 11:00:00,0.00,0.00,0.00,1.72,0.00,1.20,ELY
2028,2022-03-26 12:00:00,0.00,0.00,0.00,1.75,0.00,2.43,ELY
2029,2022-03-26 13:00:00,0.43,0.00,0.00,0.00,0.00,2.43,IMPORT
2030,2022-03-26 14:00:00,1.53,0.00,0.00,0.00,0.00,2.43,IMPORT
2031,2022-03-26 15:00:00,3.52,0.00,0.00,0.00,0.00,2.43,IMPORT
2032,2022-03-26 16:00:00,6.04,0.00,0.00,0.00,0.00,2.43,IMPORT
2033,2022-03-26 17:00:00,6.09,0.00,0.00,0.00,0.00,2.43,IMPORT
2034,2022-03-26 18:00:00,6.41,0.00,0.00,0.00,0.00,2.43,IMPORT
2035,2022-03-26 19:00:00,2.63,0.00,0.00,0.00,0.00,2.43,IMPORT
2036,2022-03-26 20:00:00,4.44,0.00,0.00,0.00,0.00,2.43,IMPORT
2037,2022-03-26 21:00:00,3.04,0.00,0.00,0.00,1.46,0.00,IMPORT+FC
2038,2022-03-26 22:00:00,4.29,0.00,0.00,0.00,0.00,0.00,IMPORT
2039,2022-03-26 23:00:00,6.17,0.00,0.00,0.00,0.00,0.00,IMPORT
2040,2022-03-27 00:00:00,4.43,0.00,0.00,0.00,0.00,0.00,IMPORT
2041,2022-03-27 01:00:00,2.08,0.00,0.00,0.00,0.00,0.00,IMPORT
2042,2022-03-27 02:00:00,2.92,0.00,0.00,0.00,0.00,0.00,IMPORT
2043,2022-03-27 03:00:00,1.23,0.00,0.00,0.00,0.00,0.00,IMPORT
2044,2022-03-27 04:00:00,4.84,0.00,0.00,0.00,0.00,0.00,IMPORT
2045,2022-03-27 05:00:00,4.94,0.00,0.00,0.00,0.00,0.00,IMPORT
2046,2022-03-27 06:00:00,5.57,0.00,0.00,0.00,0.00,0.00,IMPORT
2047,2022-03-27 07:00:00,4.86,0.00,0.00,0.00,0.00,0.00,IMPORT
2048,2022-03-27 08:00:00,4.90,0.00,0.00,0.00,0.00,0.00,IMPORT
2049,2022-03-27 09:00:00,6.46,0.00,0.00,0.00,0.00,0.00,IMPORT
2050,2022-03-27 10:00:00,6.26,0.00,0.00,0.00,0.00,0.00,IMPORT
2051,2022-03-27 11:00:00,7.43,0.00,0.00,0.00,0.00,0.00,IMPORT
2052,2022-03-27 12:00:00,5.79,0.00,0.00,0.00,0.00,0.00,IMPORT
2053,2022-03-27 13:00:00,3.94,0.00,0.00,0.00,0.00,0.00,IMPORT
2054,2022-03-27 14:00:00,4.56,0.00,0.00,0.00,0.00,0.00,IMPORT
2055,2022-03-27 15:00:00,5.88,0.00,0.00,0.00,0.00,0.00,IMPORT
2056,2022-03-27 16:00:00,5.37,0.00,0.00,0.00,0.00,0.00,IMPORT
2057,2022-03-27 17:00:00,4.24,0.00,0.00,0.00,0.00,0.00,IMPORT
2058,2022-03-27 18:00:00,4.94,0.00,0.00,0.00,0.00,0.00,IMPORT
2059,2022-03-27 19:00:00,3.75,0.00,0.00,0.00,0.00,0.00,IMPORT
2060,2022-03-27 20:00:00,7.13,0.00,0.00,0.00,0.00,0.00,IMPORT
2061,2022-03-27 21:00:00,6.85,0.00,0.00,0.00,0.00,0.00,IMPORT
2062,2022-03-27 22:00:00,6.53,0.00,0.00,0.00,0.00,0.00,IMPORT
2063,2022-03-27 23:00:00,5.28,0.00,0.00,0.00,0.00,0.00,IMPORT
2064,2022-03-28 00:00:00,5.86,0.00,0.00,0.00,0.00,0.00,IMPORT
2065,2022-03-28 01:00:00,4.90,0.00,0.00,0.00,0.00,0.00,IMPORT
2066,2022-03-28 02:00:00,3.93,0.00,0.00,0.00,0.00,0.00,IMPORT
2067,2022-03-28 03:00:00,3.17,0.00,0.00,0.00,0.00,0.00,IMPORT
2068,2022-03-28 04:00:00,6.23,0.00,0.00,0.00,0.00,0.00,IMPORT
2069,2022-03-28 05:00:00,5.35,0.00,0.00,0.00,0.00,0.00,IMPORT
2070,2022-03-28 06:00:00,4.60,0.00,0.00,0.00,0.00,0.00,IMPORT
2071,2022-03-28 07:00:00,4.87,0.00,0.00,0.00,0.00,0.00,IMPORT
2072,2022-03-28 08:00:00,5.01,0.00,0.00,0.00,0.00,0.00,IMPORT
2073,2022-03-28 09:00:00,6.79,0.00,0.00,0.00,0.00,0.00,IMPORT
2074,2022-03-28 10:00:00,3.79,0.00,0.00,0.00,0.00,0.00,IMPORT
2075,2022-03-28 11:00:00,3.97,0.00,0.00,0.00,0.00,0.00,IMPORT
2076,2022-03-28 12:00:00,3.05,0.00,0.00,0.00,0.00,0.00,IMPORT
2077,2022-03-28 13:00:00,5.62,0.00,0.00,0.00,0.00,0.00,IMPORT
2078,2022-03-28 14:00:00,7.34,0.00,0.00,0.00,0.00,0.00,IMPORT
2079,2022-03-28 15:00:00,3.84,0.00,0.00,0.00,0.00,0.00,IMPORT
2080,2022-03-28 16:00:00,5.54,0.00,0.00,0.00,0.00,0.00,IMPORT
2081,2022-03-28 17:00:00,7.76,0.00,0.00,0.00,0.00,0.00,IMPORT
2082,2022-03-28 18:00:00,4.80,0.00,0.00,0.00,0.00,0.00,IMPORT
2083,2022-03-28 19:00:00,5.93,0.00,0.00,0.00,0.00,0.00,IMPORT
2084,2022-03-28 20:00:00,8.24,0.00,0.00,0.00,0.00,0.00,IMPORT
2085,2022-03-28 21:00:00,5.36,0.00,0.00,0.00,0.00,0.00,IMPORT
2086,2022-03-28 22:00:00,4.14,0.00,0.00,0.00,0.00,0.00,IMPORT
2087,2022-03-28 23:00:00,5.85,0.00,0.00,0.00,0.00,0.00,IMPORT
2088,2022-03-29 00:00:00,7.62,0.00,0.00,0.00,0.00,0.00,IMPORT
2089,2022-03-29 01:00:00,5.25,0.00,0.00,0.00,0.00,0.00,IMPORT
2090,2022-03-29 02:00:00,4.28,0.00,0.00,0.00,0.00,0.00,IMPORT
2091,2022-03-29 03:00:00,3.55,0.00,0.00,0.00,0.00,0.00,IMPORT
2092,2022-03-29 04:00:00,4.90,0.00,0.00,0.00,0.00,0.00,IMPORT
2093,2022-03-29 05:00:00,6.10,0.00,0.00,0.00,0.00,0.00,IMPORT
2094,2022-03-29 06:00:00,6.80,0.00,0.00,0.00,0.00,0.00,IMPORT
2095,2022-03-29 07:00:00,6.33,0.00,0.00,0.00,0.00,0.00,IMPORT
2096,2022-03-29 08:00:00,4.46,0.00,0.00,0.00,0.00,0.00,IMPORT
2097,2022-03-29 09:00:00,6.41,0.00,0.00,0.00,0.00,0.00,IMPORT
2098,2022-03-29 10:00:00,7.98,0.00,0.00,0.00,0.00,0.00,IMPORT
2099,2022-03-29 11:00:00,5.40,0.00,0.00,0.00,0.00,0.00,IMPORT
2100,2022-03-29 12:00:00,4.91,0.00,0.00,0.00,0.00,0.00,IMPORT
2101,2022-03-29 13:00:00,5.37,0.00,0.00,0.00,0.00,0.00,IMPORT
2102,2022-03-29 14:00:00,5.73,0.00,0.00,0.00,0.00,0.00,IMPORT
2103,2022-03-29 15:00:00,5.60,0.00,0.00,0.00,0.00,0.00,IMPORT
2104,2022-03-29 16:00:00,7.97,0.00,0.00,0.00,0.00,0.00,IMPORT
2105,2022-03-29 17:00:00,3.61,0.00,0.00,0.00,0.00,0.00,IMPORT
2106,2022-03-29 18:00:00,7.34,0.00,0.00,0.00,0.00,0.00,IMPORT
2107,2022-03-29 19:00:00,5.11,0.00,0.00,0.00,0.00,0.00,IMPORT
2108,2022-03-29 20:00:00,7.52,0.00,0.00,0.00,0.00,0.00,IMPORT
2109,2022-03-29 21:00:00,5.71,0.00,0.00,0.00,0.00,0.00,IMPORT
2110,2022-03-29 22:00:00,6.11,0.00,0.00,0.00,0.00,0.00,IMPORT
2111,2022-03-29 23:00:00,5.60,0.00,0.00,0.00,0.00,0.00,IMPORT
2112,2022-03-30 00:00:00,4.00,0.00,0.00,0.00,0.00,0.00,IMPORT
2113,2022-03-30 01:00:00,2.75,0.00,0.00,0.00,0.00,0.00,IMPORT
2114,2022-03-30 02:00:00,2.89,0.00,0.00,0.00,0.00,0.00,IMPORT
2115,2022-03-30 03:00:00,4.71,0.00,0.00,0.00,0.00,0.00,IMPORT
2116,2022-03-30 04:00:00,6.92,0.00,0.00,0.00,0.00,0.00,IMPORT
2117,2022-03-30 05:00:00,5.24,0.00,0.00,0.00,0.00,0.00,IMPORT
2118,2022-03-30 06:00:00,4.36,0.00,0.00,0.00,0.00,0.00,IMPORT
2119,2022-03-30 07:00:00,4.85,0.00,0.00,0.00,0.00,0.00,IMPORT
2120,2022-03-30 08:00:00,4.99,0.00,0.00,0.00,0.00,0.00,IMPORT
2121,2022-03-30 09:00:00,2.34,0.00,0.00,0.00,0.00,0.00,IMPORT
2122,2022-03-30 10:00:00,3.21,0.00,0.00,0.00,0.00,0.00,IMPORT
2123,2022-03-30 11:00:00,1.26,0.00,0.00,0.00,0.00,0.00,IMPORT
2124,2022-03-30 12:00:00,0.00,0.27,0.00,0.00,0.00,0.00,EXPORT
2125,2022-03-30 13:00:00,0.00,0.47,0.00,0.00,0.00,0.00,EXPORT
2126,2022-03-30 14:00:00,0.00,0.54,0.00,0.00,0.00,0.00,EXPORT
2127,2022-03-30 15:00:00,0.00,0.10,0.00,0.00,0.00,0.00,RES
2128,2022-03-30 16:00:00,2.27,0.00,0.00,0.00,0.00,0.00,IMPORT
2129,2022-03-30 17:00:00,3.07,0.00,0.00,0.00,0.00,0.00,IMPORT
2130,2022-03-30 18:00:00,3.36,0.00,0.00,0.00,0.00,0.00,IMPORT
2131,2022-03-30 19:00:00,2.01,0.00,0.00,0.00,0.00,0.00,IMPORT
2132,2022-03-30 20:00:00,0.60,0.00,0.00,0.00,0.00,0.00,IMPORT
2133,2022-03-30 21:00:00,2.49,0.00,0.00,0.00,0.00,0.00,IMPORT
2134,2022-03-30 22:00:00,2.26,0.00,0.00,0.00,0.00,0.00,IMPORT
2135,2022-03-30 23:00:00,2.41,0.00,0.00,0.00,0.00,0.00,IMPORT
2136,2022-03-31 00:00:00,2.35,0.00,0.00,0.00,0.00,0.00,IMPORT
2137,2022-03-31 01:00:00,3.32,0.00,0.00,0.00,0.00,0.00,IMPORT
2138,2022-03-31 02:00:00,1.52,0.00,0.00,0.00,0.00,0.00,IMPORT
2139,2022-03-31 03:00:00,3.01,0.00,0.00,0.00,0.00,0.00,IMPORT
2140,2022-03-31 04:00:00,2.59,0.00,0.00,0.00,0.00,0.00,IMPORT
2141,2022-03-31 05:00:00,3.84,0.00,0.00,0.00,0.00,0.00,IMPORT
2142,2022-03-31 06:00:00,1.70,0.00,0.00,0.00,0.00,0.00,IMPORT
2143,2022-03-31 07:00:00,3.23,0.00,0.00,0.00,0.00,0.00,IMPORT
2144,2022-03-31 08:00:00,6.71,0.00,0.00,0.00,0.00,0.00,IMPORT
2145,2022-03-31 09:00:00,6.96,0.00,0.00,0.00,0.00,0.00,IMPORT
2146,2022-03-31 10:00:00,7.56,0.00,0.00,0.00,0.00,0.00,IMPORT
2147,2022-03-31 11:00:00,3.42,0.00,0.00,0.00,0.00,0.00,IMPORT
2148,2022-03-31 12:00:00,4.16,0.00,0.00,0.00,0.00,0.00,IMPORT
2149,2022-03-31 13:00:00,6.51,0.00,0.00,0.00,0.00,0.00,IMPORT
2150,2022-03-31 14:00:00,5.71,0.00,0.00,0.00,0.00,0.00,IMPORT
2151,2022-03-31 15:00:00,6.41,0.00,0.00,0.00,0.00,0.00,IMPORT
2152,2022-03-31 16:00:00,4.80,0.00,0.00,0.00,0.00,0.00,IMPORT
2153,2022-03-31 17:00:00,4.88,0.00,0.00,0.00,0.00,0.00,IMPORT
2154,2022-03-31 18:00:00,5.21,0.00,0.00,0.00,0.00,0.00,IMPORT
2155,2022-03-31 19:00:00,5.98,0.00,0.00,0.00,0.00,0.00,IMPORT
2156,2022-03-31 20:00:00,6.29,0.00,0.00,0.00,0.00,0.00,IMPORT
2157,2022-03-31 21:00:00,3.11,0.00,0.00,0.00,0.00,0.00,IMPORT
2158,2022-03-31 22:00:00,4.54,0.00,0.00,0.00,0.00,0.00,IMPORT
2159,2022-03-31 23:00:00,5.69,0.00,0.00,0.00,0.00,0.00,IMPORT
2160,2022-04-01 00:00:00,3.96,0.00,0.00,0.00,0.00,0.00,IMPORT
2161,2022-04-01 01:00:00,4.34,0.00,0.00,0.00,0.00,0.00,IMPORT
2162,2022-04-01 02:00:00,4.53,0.00,0.00,0.00,0.00,0.00,IMPORT
2163,2022-04-01 03:00:00,5.21,0.00,0.00,0.00,0.00,0.00,IMPORT
2164,2022-04-01 04:00:00,4.26,0.00,0.00,0.00,0.00,0.00,IMPORT
2165,2022-04-01 05:00:00,6.99,0.00,0.00,0.00,0.00,0.00,IMPORT
2166,2022-04-01 06:00:00,6.64,0.00,0.00,0.00,0.00,0.00,IMPORT
2167,2022-04-01 07:00:00,4.47,0.00,0.00,0.00,0.00,0.00,IMPORT
2168,2022-04-01 08:00:00,5.65,0.00,0.00,0.00,0.00,0.00,IMPORT
2169,2022-04-01 09:00:00,7.83,0.00,0.00,0.00,0.00,0.00,IMPORT
2170,2022-04-01 10:00:00,5.67,0.00,0.00,0.00,0.00,0.00,IMPORT
2171,2022-04-01 11:00:00,6.19,0.00,0.00,0.00,0.00,0.00,IMPORT
2172,2022-04-01 12:00:00,5.90,0.00,0.00,0.00,0.00,0.00,IMPORT
2173,2022-04-01 13:00:00,7.43,0.00,0.00,0.00,0.00,0.00,IMPORT
2174,2022-04-01 14:00:00,7.20,0.00,0.00,0.00,0.00,0.00,IMPORT
2175,2022-04-01 15:00:00,7.15,0.00,0.00,0.00,0.00,0.00,IMPORT
2176,2022-04-01 16:00:00,4.50,0.00,0.00,0.00,0.00,0.00,IMPORT
2177,2022-04-01 17:00:00,7.46,0.00,0.00,0.00,0.00,0.00,IMPORT
2178,2022-04-01 18:00:00,5.65,0.00,0.00,0.00,0.00,0.00,IMPORT
2179,2022-04-01 19:00:00,6.04,0.00,0.00,0.00,0.00,0.00,IMPORT
2180,2022-04-01 20:00:00,5.94,0.00,0.00,0.00,0.00,0.00,IMPORT
2181,2022-04-01 21:00:00,3.94,0.00,0.00,0.00,0.00,0.00,IMPORT
2182,2022-04-01 22:00:00,6.45,0.00,0.00,0.00,0.00,0.00,IMPORT
2183,2022-04-01 23:00:00,6.86,0.00,0.00,0.00,0.00,0.00,IMPORT
2184,2022-04-02 00:00:00,4.70,0.00,0.00,0.00,0.00,0.00,IMPORT
2185,2022-04-02 01:00:00,7.55,0.00,0.00,0.00,0.00,0.00,IMPORT
2186,2022-04-02 02:00:00,3.38,0.00,0.00,0.00,0.00,0.00,IMPORT
2187,2022-04-02 03:00:00,4.23,0.00,0.00,0.00,0.00,0.00,IMPORT
2188,2022-04-02 04:00:00,6.52,0.00,0.00,0.00,0.00,0.00,IMPORT
2189,2022-04-02 05:00:00,5.92,0.00,0.00,0.00,0.00,0.00,IMPORT
2190,2022-04-02 06:00:00,4.09,0.00,0.00,0.00,0.00,0.00,IMPORT
